policy number,Policy Effective Date,Vehicle number,Unique_ID,Rate Class,Driver Record,Territory (categorical),Territory,BI Limit,Blend Min & Maj Market Convictions for Model,# Criminal Code Convictions W/I 4 Years,# At-Fault Claims w/I 3 yrs for Market Principal,
A00-001090,2022-02-01 0:01,12,001090-12-1,1,9,Edmonton,1A,0,0,0,0,
A00-001090,2022-02-01 0:01,13,001090-13-66,66,9,Edmonton,1A,0,0,0,0,
A00-001091,2022-02-02 0:01,18,001091-18-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001099,2022-02-09 0:01,10,001099-10-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-001100,2022-02-05 0:01,7,001100-7-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001100,2022-02-05 0:01,10,001100-10-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001103,2022-02-06 0:01,18,001103-18-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001103,2022-02-06 0:01,22,001103-22-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001103,2022-02-06 0:01,23,001103-23-2,2,9,Edmonton,1A,0,0,0,0,
A00-001117,2022-02-19 0:01,8,001117-8-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001123,2022-02-12 0:01,9,001123-9-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001126,2022-02-13 0:01,12,001126-12-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001126,2022-02-13 0:01,13,001126-13-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001127,2022-02-16 0:01,8,001127-8-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001127,2022-02-16 0:01,9,001127-9-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001136,2022-02-19 0:01,1,001136-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-001139,2022-02-14 0:01,5,001139-5-2,2,9,Calgary,1,1000000,0,0,0,
A00-001143,2022-02-15 0:01,5,001143-5-1,1,9,Calgary,1,2000000,0,0,0,
A00-001148,2022-02-18 0:01,2,001148-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001148,2022-02-18 0:01,3,001148-3-66,66,9,Edmonton,1A,0,0,0,0,
A00-001154,2022-02-20 0:01,6,001154-6-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001154,2022-02-20 0:01,8,001154-8-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001155,2022-02-20 0:01,4,001155-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001165,2022-02-26 0:01,13,001165-13-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001165,2022-02-26 0:01,16,001165-16-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-001182,2022-02-26 0:01,2,001182-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001183,2022-02-27 0:01,9,001183-9-1,1,9,Edmonton,1A,0,0,0,0,
A00-001183,2022-02-27 0:01,10,001183-10-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001189,2022-02-27 0:01,3,001189-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001193,2022-03-05 0:01,9,001193-9-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001193,2022-03-05 0:01,12,001193-12-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001218,2022-03-06 0:01,5,001218-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001218,2022-03-06 0:01,6,001218-6-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001218,2022-03-06 0:01,7,001218-7-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001221,2022-03-15 0:01,5,001221-5-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-001233,2022-03-09 0:01,8,001233-8-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001238,2022-03-23 0:01,8,001238-8-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001245,2022-03-14 0:01,13,001245-13-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001256,2022-03-20 0:01,8,001256-8-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-001256,2022-03-20 0:01,10,001256-10-1,1,9,Rest of Alberta,3,0,0,0,0,
A00-001256,2022-03-20 0:01,11,001256-11-1,1,9,Rest of Alberta,3,0,0,0,0,
A00-001257,2022-03-28 0:01,10,001257-10-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001257,2022-03-28 0:01,12,001257-12-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001263,2022-03-20 0:01,5,001263-5-2,2,6,Edmonton,1A,2000000,0,0,1,
A00-001265,2022-03-22 0:01,6,001265-6-19,19,5,Edmonton,1A,1000000,0,0,0,
A00-001266,2022-03-24 0:01,3,001266-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001269,2022-03-21 0:01,6,001269-6-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001287,2022-03-23 0:01,4,001287-4-1,1,9,Northern Region,2,1000000,0,0,0,
A00-001287,2022-03-23 0:01,7,001287-7-2,2,9,Northern Region,2,1000000,0,0,0,
A00-001289,2022-03-22 0:01,9,001289-9-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001289,2022-03-22 0:01,10,001289-10-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001294,2022-03-25 0:01,6,001294-6-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-001297,2022-04-01 0:01,8,001297-8-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001300,2022-03-27 0:01,7,001300-7-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001300,2022-03-27 0:01,8,001300-8-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001301,2022-03-31 0:01,3,001301-3-1,1,9,Edmonton,1A,0,0,0,0,
A00-001301,2022-03-31 0:01,8,001301-8-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001306,2022-03-28 0:01,6,001306-6-2,2,5,Calgary,1,1000000,0,0,0,
A00-001306,2022-03-28 0:01,9,001306-9-1,1,9,Calgary,1,1000000,0,0,0,
A00-001310,2022-03-28 0:01,7,001310-7-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001310,2022-03-28 0:01,9,001310-9-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001312,2022-03-30 0:01,35,001312-35-7,7,9,Rest of Alberta,3,1000000,0,0,0,
A00-001312,2022-03-30 0:01,45,001312-45-19,19,2,Edmonton,1A,1000000,0,0,1,
A00-001312,2022-03-30 0:01,53,001312-53-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001312,2022-03-30 0:01,55,001312-55-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001312,2022-03-30 0:01,56,001312-56-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001312,2022-03-30 0:01,57,001312-57-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001312,2022-03-30 0:01,58,001312-58-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001313,2022-04-01 0:01,3,001313-3-1,1,9,Rest of Alberta,3,0,0,0,0,
A00-001313,2022-04-01 0:01,11,001313-11-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001313,2022-04-01 0:01,13,001313-13-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001316,2022-04-02 0:01,4,001316-4-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-001321,2022-03-28 0:01,3,001321-3-1,1,8,Edmonton,1A,0,0,0,0,
A00-001321,2022-03-28 0:01,6,001321-6-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-001323,2022-03-28 0:01,1,001323-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-001327,2022-04-01 0:01,11,001327-11-1,1,9,Calgary,1,1000000,0,0,0,
A00-001327,2022-04-01 0:01,12,001327-12-1,1,9,Calgary,1,1000000,0,0,0,
A00-001327,2022-04-01 0:01,12,001327-12-5,5,3,Calgary,1,1000000,0,0,0,
A00-001327,2022-04-01 0:01,13,001327-13-18,18,3,Calgary,1,0,0,0,0,
A00-001336,2022-04-14 0:01,5,001336-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001352,2022-04-05 0:01,11,001352-11-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001352,2022-04-05 0:01,12,001352-12-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001352,2022-04-05 0:01,13,001352-13-10,10,3,Edmonton,1A,1000000,0,0,0,
A00-001353,2022-04-05 0:01,2,001353-2-2,2,9,Calgary,1,1000000,0,0,0,
A00-001356,2022-04-06 0:01,8,001356-8-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001356,2022-04-06 0:01,9,001356-9-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-001385,2022-04-16 0:01,7,001385-7-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001385,2022-04-16 0:01,10,001385-10-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001409,2022-04-28 0:01,5,001409-5-1,1,9,Calgary,1,1000000,0,0,0,
A00-001409,2022-04-28 0:01,7,001409-7-1,1,9,Calgary,1,1000000,0,0,0,
A00-001417,2022-04-24 0:01,4,001417-4-1,1,9,Calgary,1,1000000,0,0,0,
A00-001419,2022-04-23 0:01,4,001419-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001420,2022-04-18 0:01,2,001420-2-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-001430,2022-05-01 0:01,44,001430-44-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001430,2022-05-01 0:01,45,001430-45-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001432,2022-04-20 0:01,11,001432-11-3,3,9,Calgary,1,1000000,0,0,0,
A00-001432,2022-04-20 0:01,18,001432-18-1,1,9,Calgary,1,1000000,0,0,0,
A00-001446,2022-04-24 0:01,3,001446-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001455,2022-04-24 0:01,7,001455-7-2,2,9,Calgary,1,1000000,0,0,0,
A00-001461,2022-05-01 0:01,3,001461-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001461,2022-05-01 0:01,5,001461-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001464,2022-04-25 0:01,11,001464-11-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001464,2022-04-25 0:01,13,001464-13-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-001466,2022-04-26 0:01,5,001466-5-2,2,9,Rest of Alberta,3,2000000,0,0,0,
A00-001466,2022-04-26 0:01,6,001466-6-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-001474,2022-04-30 0:01,4,001474-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001478,2022-04-27 0:01,25,001478-25-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001491,2022-04-30 0:01,10,001491-10-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001492,2022-05-01 0:01,7,001492-7-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-001492,2022-05-01 0:01,11,001492-11-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001500,2022-05-01 0:01,5,001500-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001503,2022-05-04 0:01,9,001503-9-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001503,2022-05-04 0:01,10,001503-10-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001509,2022-05-15 0:01,3,001509-3-7,7,9,Edmonton,1A,2000000,0,0,0,
A00-001511,2022-05-06 0:01,7,001511-7-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-001518,2022-06-01 0:01,9,001518-9-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001518,2022-06-01 0:01,13,001518-13-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001543,2022-05-19 0:01,8,001543-8-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-001543,2022-05-19 0:01,9,001543-9-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-001545,2022-05-11 0:01,2,001545-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001545,2022-05-11 0:01,4,001545-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001546,2022-05-10 0:01,2,001546-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001553,2022-05-17 0:01,4,001553-4-2,2,9,Calgary,1,1000000,0,0,0,
A00-001553,2022-05-17 0:01,5,001553-5-1,1,6,Calgary,1,1000000,0,0,0,
A00-001557,2022-05-20 0:01,7,001557-7-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001560,2022-05-19 0:01,4,001560-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001565,2022-06-01 0:01,3,001565-3-1,1,9,Calgary,1,1000000,0,0,0,
A00-001568,2022-05-28 0:01,15,001568-15-1,1,8,Rest of Alberta,3,1000000,0,0,0,
A00-001568,2022-05-28 0:01,16,001568-16-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001568,2022-05-28 0:01,18,001568-18-66,66,8,Rest of Alberta,3,1000000,0,0,0,
A00-001578,2022-05-22 0:01,3,001578-3-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-001578,2022-05-22 0:01,6,001578-6-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-001588,2022-05-27 0:01,9,001588-9-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001595,2022-05-30 0:01,8,001595-8-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001595,2022-05-30 0:01,10,001595-10-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001596,2022-06-11 0:01,7,001596-7-7,7,9,Edmonton,1A,1000000,0,0,0,
A00-001600,2022-06-01 0:01,3,001600-3-6,6,0,Edmonton,1A,1000000,0,0,1,
A00-001600,2022-06-01 0:01,3,001600-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001600,2022-06-01 0:01,4,001600-4-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-001600,2022-06-01 0:01,4,001600-4-6,6,3,Edmonton,1A,1000000,0,0,0,
A00-001600,2022-06-01 0:01,8,001600-8-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001603,2022-06-02 0:01,2,001603-2-18,18,3,Edmonton,1A,1000000,0,0,0,
A00-001603,2022-06-02 0:01,3,001603-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001604,2022-05-31 0:01,59,001604-59-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001604,2022-05-31 0:01,60,001604-60-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001605,2022-06-01 0:01,1,001605-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001605,2022-06-01 0:01,3,001605-3-1,1,9,Rest of Alberta,3,0,0,0,0,
A00-001605,2022-06-01 0:01,6,001605-6-1,1,9,Rest of Alberta,3,0,0,0,0,
A00-001605,2022-06-01 0:01,9,001605-9-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001609,2022-05-31 0:01,4,001609-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001622,2022-06-05 0:01,29,001622-29-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-001631,2022-06-28 0:01,3,001631-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001640,2022-06-15 0:01,5,001640-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001642,2022-06-15 0:01,5,001642-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001644,2022-06-14 0:01,21,001644-21-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001657,2022-06-22 0:01,5,001657-5-1,1,9,Calgary,1,1000000,0,0,0,
A00-001669,2022-06-23 0:01,8,001669-8-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001669,2022-06-23 0:01,9,001669-9-1,1,9,Edmonton,1A,0,0,0,0,
A00-001682,2022-06-25 0:01,5,001682-5-1,1,9,Calgary,1,1000000,0,0,0,
A00-001682,2022-06-25 0:01,12,001682-12-1,1,5,Calgary,1,1000000,0,0,0,
A00-001682,2022-06-25 0:01,15,001682-15-1,1,9,Calgary,1,1000000,0,0,0,
A00-001683,2022-07-10 0:01,3,001683-3-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-001688,2022-06-24 0:01,15,001688-15-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-001693,2022-06-26 0:01,8,001693-8-2,2,1,Edmonton,1A,1000000,1,1,1,
A00-001695,2022-06-25 0:01,5,001695-5-1,1,9,Calgary,1,1000000,0,0,0,
A00-001695,2022-06-25 0:01,11,001695-11-1,1,9,Calgary,1,1000000,0,0,0,
A00-001700,2022-06-27 0:01,2,001700-2-1,1,9,Calgary,1,1000000,0,0,0,
A00-001700,2022-06-27 0:01,3,001700-3-1,1,7,Calgary,1,1000000,0,0,0,
A00-001708,2022-07-02 0:01,4,001708-4-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-001709,2022-07-02 0:01,8,001709-8-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001726,2022-07-05 0:01,3,001726-3-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-001726,2022-07-05 0:01,3,001726-3-6,6,6,Edmonton,1A,2000000,0,0,0,
A00-001731,2022-07-05 0:01,7,001731-7-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001731,2022-07-05 0:01,8,001731-8-18,18,3,Edmonton,1A,1000000,0,0,0,
A00-001731,2022-07-05 0:01,11,001731-11-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001731,2022-07-05 0:01,12,001731-12-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001732,2022-07-06 0:01,7,001732-7-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001733,2022-07-06 0:01,13,001733-13-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001733,2022-07-06 0:01,14,001733-14-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001733,2022-07-06 0:01,15,001733-15-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001734,2022-07-05 0:01,11,001734-11-1,1,9,Edmonton,1A,0,0,0,0,
A00-001734,2022-07-05 0:01,14,001734-14-1,1,9,Edmonton,1A,0,0,0,0,
A00-001734,2022-07-05 0:01,17,001734-17-1,1,9,Edmonton,1A,0,0,0,0,
A00-001734,2022-07-05 0:01,18,001734-18-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001734,2022-07-05 0:01,19,001734-19-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001742,2022-07-08 0:01,3,001742-3-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-001742,2022-07-08 0:01,6,001742-6-1,1,9,Edmonton,1A,0,0,0,0,
A00-001742,2022-07-08 0:01,7,001742-7-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001745,2022-07-09 0:01,19,001745-19-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001750,2022-07-16 0:01,3,001750-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001752,2022-07-11 0:01,7,001752-7-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001752,2022-07-11 0:01,10,001752-10-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001754,2022-07-12 0:01,2,001754-2-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-001756,2022-07-12 0:01,6,001756-6-2,2,9,Calgary,1,1000000,0,0,0,
A00-001758,2022-08-26 0:01,7,001758-7-7,7,9,Calgary,1,1000000,0,0,0,
A00-001761,2022-07-15 0:01,1,001761-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001761,2022-07-15 0:01,4,001761-4-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-001775,2022-07-22 0:01,4,001775-4-2,2,9,Calgary,1,1000000,0,0,0,
A00-001784,2022-07-17 0:01,7,001784-7-1,1,9,Calgary,1,1000000,0,0,0,
A00-001784,2022-07-17 0:01,10,001784-10-19,19,8,Calgary,1,1000000,1,0,0,
A00-001784,2022-07-17 0:01,11,001784-11-12,12,3,Calgary,1,1000000,0,0,0,
A00-001784,2022-07-17 0:01,12,001784-12-1,1,9,Calgary,1,1000000,0,0,0,
A00-001789,2022-07-19 0:01,13,001789-13-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001789,2022-07-19 0:01,15,001789-15-1,1,6,Rest of Alberta,3,1000000,0,0,1,
A00-001792,2022-08-01 0:01,3,001792-3-1,1,9,Calgary,1,1000000,0,0,0,
A00-001792,2022-08-01 0:01,5,001792-5-1,1,9,Calgary,1,1000000,0,0,0,
A00-001793,2022-07-22 0:01,6,001793-6-11,11,3,Rest of Alberta,3,1000000,1,0,0,
A00-001793,2022-07-22 0:01,7,001793-7-2,2,9,Calgary,1,1000000,0,0,0,
A00-001800,2022-07-20 0:01,9,001800-9-1,1,9,Northern Region,2,1000000,0,0,0,
A00-001800,2022-07-20 0:01,11,001800-11-2,2,9,Northern Region,2,1000000,0,0,0,
A00-001801,2022-07-26 0:01,8,001801-8-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001808,2022-07-24 0:01,28,001808-28-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001808,2022-07-24 0:01,29,001808-29-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001808,2022-07-24 0:01,30,001808-30-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001817,2022-07-24 0:01,8,001817-8-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001823,2022-07-25 0:01,8,001823-8-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001830,2022-07-27 0:01,8,001830-8-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-001830,2022-07-27 0:01,10,001830-10-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-001842,2022-08-05 0:01,15,001842-15-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001842,2022-08-05 0:01,16,001842-16-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001851,2022-08-01 0:01,4,001851-4-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001851,2022-08-01 0:01,5,001851-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001854,2022-07-31 0:01,2,001854-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001854,2022-07-31 0:01,4,001854-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001854,2022-07-31 0:01,5,001854-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001870,2022-08-17 0:01,8,001870-8-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001873,2022-08-09 0:01,2,001873-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001873,2022-08-09 0:01,3,001873-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001883,2022-08-09 0:01,4,001883-4-3,3,5,Edmonton,1A,1000000,0,0,0,
A00-001884,2022-08-07 0:01,3,001884-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001884,2022-08-07 0:01,10,001884-10-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001884,2022-08-07 0:01,11,001884-11-7,7,9,Edmonton,1A,1000000,0,0,0,
A00-001885,2022-09-01 0:01,3,001885-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001886,2022-08-21 0:01,7,001886-7-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001886,2022-08-21 0:01,10,001886-10-7,7,9,Edmonton,1A,1000000,0,0,0,
A00-001899,2022-08-12 0:01,6,001899-6-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001902,2022-08-12 0:01,17,001902-17-1,1,9,Calgary,1,1000000,0,0,0,
A00-001904,2022-08-27 0:01,6,001904-6-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001908,2022-08-24 0:01,2,001908-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001913,2022-08-14 0:01,2,001913-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001915,2022-08-27 0:01,14,001915-14-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001915,2022-08-27 0:01,16,001915-16-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-001918,2022-08-22 0:01,3,001918-3-5,5,1,Edmonton,1A,1000000,0,0,0,
A00-001918,2022-08-22 0:01,3,001918-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001924,2022-08-16 0:01,27,001924-27-1,1,9,Northern Region,2,1000000,0,0,0,
A00-001924,2022-08-16 0:01,29,001924-29-1,1,9,Northern Region,2,1000000,0,0,0,
A00-001932,2022-09-02 0:01,3,001932-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001932,2022-09-02 0:01,5,001932-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001933,2022-08-20 0:01,2,001933-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001936,2022-08-21 0:01,1,001936-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001941,2022-09-28 0:01,5,001941-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001941,2022-09-28 0:01,9,001941-9-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001947,2022-08-22 0:01,8,001947-8-2,2,2,Calgary,1,1000000,0,0,1,
A00-001947,2022-08-22 0:01,9,001947-9-1,1,9,Calgary,1,1000000,0,0,0,
A00-001947,2022-08-22 0:01,10,001947-10-18,18,3,Calgary,1,1000000,0,0,0,
A00-001947,2022-08-22 0:01,11,001947-11-2,2,9,Calgary,1,1000000,0,0,0,
A00-001955,2022-09-01 0:01,7,001955-7-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001956,2022-09-01 0:01,3,001956-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001956,2022-09-01 0:01,3,001956-3-5,5,3,Edmonton,1A,1000000,0,0,0,
A00-001956,2022-09-01 0:01,7,001956-7-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001963,2022-08-24 0:01,5,001963-5-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-001963,2022-08-24 0:01,7,001963-7-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-001964,2022-09-01 0:01,9,001964-9-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-001972,2022-08-28 0:01,3,001972-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001975,2022-08-27 0:01,8,001975-8-1,1,9,Calgary,1,1000000,0,0,0,
A00-001980,2022-09-30 0:01,9,001980-9-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001980,2022-09-30 0:01,10,001980-10-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-001982,2022-08-28 0:01,3,001982-3-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001984,2022-08-28 0:01,6,001984-6-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001984,2022-08-28 0:01,7,001984-7-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001984,2022-08-28 0:01,9,001984-9-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-001984,2022-08-28 0:01,11,001984-11-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001984,2022-08-28 0:01,12,001984-12-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-001986,2022-09-01 0:01,2,001986-2-19,19,2,Calgary,1,1000000,0,0,0,
A00-001986,2022-09-01 0:01,4,001986-4-1,1,9,Calgary,1,1000000,0,0,0,
A00-001989,2022-09-02 0:01,1,001989-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-001991,2022-09-11 0:01,5,001991-5-1,1,9,Calgary,1,1000000,0,0,0,
A00-002005,2022-09-16 0:01,3,002005-3-1,1,9,Calgary,1,1000000,0,0,0,
